"어린이집명",시도명,시군구명,어린이집유형구분,정원수,보육교직원수,소재지도로명주소,어린이집전화번호,어린이집팩스번호,보육실수,놀이터수,CCTV설치수,통학차량운영여부,홈페이지주소,데이터기준일자
"자람터어린이집",대전광역시,서구,가정,13,6,"대전광역시 서구 관저로 48 705동 108호 (관저동, 구봉마을7단지)",042-544-2435,,,,5,N,,2019-02-22
"자연마을어린이집",대전광역시,서구,민간,35,7,"대전광역시 서구 복수동로 21-20 관리동 (복수동, 초록마을2단지아파트)",042-382-9902,,,,4,N,,2019-02-22
"자연사랑어린이집",대전광역시,서구,국공립,72,14,대전광역시 서구 구봉산북로 212 천년나무아파트 어린이집동,042-541-5755,,,,11,N,,2019-02-22
"자운영어린이집",대전광역시,서구,가정,20,5,"대전광역시 서구 관저로 83 209동 102호 (관저동, 신선마을아파트)",042-542-0723,,,,5,Y,,2019-02-22
"작은별어린이집",대전광역시,서구,가정,20,4,"대전광역시 서구 월평동로 45 109동 104호 (월평동, 진달래아파트)",042-369-0286,,,,4,N,,2019-02-22
"작은천국어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 둔산남로 127 102동 107호 (둔산동, 목련아파트)",042-484-6619,,,,5,N,,2019-02-22
"잠언어린이집",대전광역시,서구,가정,20,7,"대전광역시 서구 가장로 107 208동 103호 (가장동, 삼성래미안아파트)",042-526-7317,,,,4,Y,,2019-02-22
"재미나어린이집",대전광역시,서구,가정,15,4,"대전광역시 서구 정림로 11 103동 107호 (정림동, 늘푸른아파트)",042-584-7829,,,,4,N,,2019-02-22
"재영어린이집",대전광역시,서구,가정,20,7,"대전광역시 서구 둔산로 201 205동 108호 (둔산동, 국화아파트)",042-472-1767,,,,5,Y,,2019-02-22
"잼재미어린이집",대전광역시,서구,가정,16,6,"대전광역시 서구 배재로 139-31 113동 110호 (도마동, 경남아파트2단지)",042-527-6620,,,,4,Y,,2019-02-22
"잼잼어린이집",대전광역시,서구,가정,15,4,"대전광역시 서구 관저서로 20 909동 102호 (관저동, 구봉마을9단지)",070-7553-6583,,,,4,Y,,2019-02-22
"정원어린이집",대전광역시,서구,민간,44,10,대전광역시 서구 가장로 66 (괴정동),042-525-8626,,,,8,Y,,2019-02-22
"제일좋은어린이집",대전광역시,서구,가정,20,6,대전광역시 서구 월평로13번길 50-17,042-482-0812,,,,3,Y,,2019-02-22
"조앤키즈어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 관저로 51 509동 104호 (관저동, 구봉마을5단지)",042-546-1800,,,,4,Y,,2019-02-22
"조은아이어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 도안동로 177 106동 103호 (도안동, 수목토아파트)",042-546-0003,,,,4,N,,2019-02-22
"조이랜드어린이집",대전광역시,서구,민간,35,9,"대전광역시 서구 관저동로90번길 47 (관저동, 느리울마을아파트11단지)",042-545-4542,,,,4,Y,,2019-02-22
"좋은나무어린이집",대전광역시,서구,가정,17,0,대전광역시 서구 월평새뜸로8번길 61-6 (월평동),042-322-3005,,,,5,Y,,2019-02-22
"좋은친구어린이집",대전광역시,서구,가정,15,6,"대전광역시 서구 관저북로 80 208동 103호 (관저동, 원앙마을2단지아파트)",042-544-0942,,,,4,Y,,2019-02-22
"주공예능어린이집",대전광역시,서구,민간,37,7,"대전광역시 서구 관저로 51 (관저동, 구봉마을5단지)",042-541-0073,,,,6,Y,,2019-02-22
"주안어린이집",대전광역시,서구,가정,20,7,"대전광역시 서구 청사로 282 3동 106호 (둔산동, 수정타운아파트)",042-369-7321,,,,4,Y,,2019-02-22
"주은어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 정림로 55 106동 103호 (정림동, 우성아파트)",042-585-9192,,,,5,Y,,2019-02-22
"중흥어린이집",대전광역시,서구,가정,19,3,"대전광역시 서구 유등로17번길 109 505동 101호 (복수동, 초록마을5단지아파트)",042-586-8123,,,,4,N,,2019-02-22
"지산어린이집",대전광역시,서구,민간,44,6,대전광역시 서구 배재로233번길 42 (변동),042-528-5656,,,,8,Y,,2019-02-22
"진달래어린이집",대전광역시,서구,가정,20,5,"대전광역시 서구 월평동로 45 105동 102호 (월평동, 진달래아파트)",042-486-0340,,,,4,N,,2019-02-22
"짝꿍어린이집",대전광역시,서구,가정,20,5,"대전광역시 서구 갈마중로7번길 42 4동 101호 (갈마동, 동산아파트)",042-535-3512,,,,4,Y,,2019-02-22
"참사랑어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 관저동로90번길 15 106동 104호 (관저동, 관저리슈빌아파트)",042-365-5892,,,,4,Y,,2019-02-22
"채움어린이집",대전광역시,서구,민간,53,9,대전광역시 서구 변정6길 99 (변동),042-522-2145,,,,9,Y,,2019-02-22
"초록별어린이집",대전광역시,서구,가정,16,4,"대전광역시 서구 가수원로 72 107동 108호 (가수원동, 은아아파트1단지)",042-543-9981,,,,4,Y,,2019-02-22
"초록빛나어린이집",대전광역시,서구,가정,20,4,"대전광역시 서구 둔산로 201 505동 107호 (둔산동,국화아파트)",042-365-0105,,,,5,N,,2019-02-22
"초롱어린이집",대전광역시,서구,가정,20,5,"대전광역시 서구 둔산로 223 7동 105호 (둔산동, 청솔아파트)",042-482-9710,,,,4,N,,2019-02-22
"초원어린이집",대전광역시,서구,민간,92,12,"대전광역시 서구 만년로 45 유치원동 (만년동, 초원아파트)",042-485-5814,,,,9,Y,,2019-02-22
"캥거루어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 가장로 107 209동 105호 (가장동, 삼성래미안아파트)",042-535-5759,,,,4,Y,,2019-02-22
"케이티씨에스대전어린이집",대전광역시,서구,직장,33,9,대전광역시 서구 관저북로 6 1층,070-4191-6114,,,,8,N,,2019-02-22
"콩콩어린이집",대전광역시,서구,협동,73,15,대전광역시 서구 도산로370번길 22-1,042-485-5858,,,,12,N,,2019-02-22
"크레피아어린이집",대전광역시,서구,민간,66,4,대전광역시 서구 계백로 1186 (가수원동),042-545-9944,,,,10,Y,,2019-02-22
"크로바어린이집",대전광역시,서구,가정,20,4,"대전광역시 서구 둔산로 155 110동 103호 (둔산동, 크로바아파트)",042-487-0045,,,,5,N,,2019-02-22
"큰나래어린이집",대전광역시,서구,가정,20,3,"대전광역시 서구 둔산로 201 602동 104호 (둔산동, 국화아파트)",042-471-3410,,,,5,N,,2019-02-22
"큰나무어린이집",대전광역시,서구,가정,19,6,"대전광역시 서구 관저로 51 510동 106호 (관저동, 구봉마을5단지)",042-545-6697,,,,4,Y,,2019-02-22
"큰사랑어린이집",대전광역시,서구,가정,19,6,"대전광역시 서구 문정로90번길 60 110동 103호 (탄방동, 한우리아파트)",042-484-9943,,,,4,N,,2019-02-22
"키다리어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 정림로 55 111동 101호 (정림동, 우성아파트)",042-586-1613,,,,4,Y,,2019-02-22
"키즈맘어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 청사로 65 109동 101호 (월평동, 황실타운아파트)",042-472-3963,,,,4,N,,2019-02-22
"키즈모드니어린이집",대전광역시,서구,민간,37,8,"대전광역시 서구 관저동로 42 주민복지관 1층 (관저동, 느리울마을아파트13단지)",042-542-9992,,,,4,Y,,2019-02-22
"키즈아일랜드어린이집",대전광역시,서구,민간,127,17,대전광역시 서구 유등로17번길 78 (복수동),042-582-2188,,,,14,Y,,2019-02-22
"키즈영재어린이집",대전광역시,서구,가정,20,5,"대전광역시 서구 청사로 70 114동 104호 (월평동, 누리아파트)",042-369-2589,,,,4,N,,2019-02-22
"키즈컴어린이집",대전광역시,서구,가정,20,5,"대전광역시 서구 청사로 281 208동 101호 (둔산동, 샘머리아파트2단지)",042-581-4720,,,,4,N,,2019-02-22
"킨더랜드어린이집",대전광역시,서구,가정,20,3,"대전광역시 서구 둔산북로 160 1동 104호 (둔산동, 한마루아파트)",042-487-3410,,,,4,N,,2019-02-22
"킨더엔젤라어린이집",대전광역시,서구,민간,27,8,대전광역시 서구 변동서로 7 (변동),042-535-7662,,,,5,Y,,2019-02-22
"킹스키즈어린이집",대전광역시,서구,민간,77,13,대전광역시 서구 정림로10번길 6-5 (정림동),042-585-2368,,,,12,Y,,2019-02-22
"토토로어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 둔산로 15 118동 105호 (둔산동, 향촌아파트)",042-482-3655,,,,4,Y,,2019-02-22
"팅커벨어린이집",대전광역시,서구,가정,20,5,"대전광역시 서구 동서대로 967 8동 105호 (내동, 코오롱아파트)",042-531-9022,,,,5,N,,2019-02-22
"파란나라어린이집",대전광역시,서구,가정,20,4,대전광역시 서구 만년남로3번길 65 (만년동),042-485-4125,,,,4,N,,2019-02-22
"파란어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 대덕대로 150 119동 101호 (갈마동, 큰마을아파트)",042-538-0123,,,,4,N,,2019-02-22
"파란하늘어린이집",대전광역시,서구,가정,15,5,"대전광역시 서구 만년남로 8 101동 103호 (만년동, 상록수아파트)",042-471-7959,,,,4,N,,2019-02-22
"파랑새굿맘어린이집",대전광역시,서구,가정,20,7,"대전광역시 서구 둔지로 75 102동 102호 (둔산동, 파랑새아파트)",042-483-6776,,,,4,Y,,2019-02-22
"파랑새꼬마숲어린이집",대전광역시,서구,가정,19,6,"대전광역시 서구 둔지로 75 101동 103호 (둔산동, 파랑새아파트)",042-369-1475,,,,4,N,,2019-02-22
"포근한어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 배재로 139-31 114동 111호 (도마동, 경남아파트2단지)",042-535-2997,,,,4,Y,,2019-02-22
"포비어린이집",대전광역시,서구,가정,17,5,"대전광역시 서구 배재로 155-7 108동 101호 (도마동, 경남아파트2단지)",042-531-4335,,,,4,Y,,2019-02-22
"푸르니어린이집",대전광역시,서구,사회복지법인,56,13,대전광역시 서구 정림로10번길 41 (정림동),042-584-1301,,,,16,Y,,2019-02-22
"푸른꿈어린이집",대전광역시,서구,가정,20,5,"대전광역시 서구 도안동로 123 1703동 101호 (도안동, 도안리슈빌아파트)",042-541-2355,,,,4,N,,2019-02-22
"푸른나무어린이집",대전광역시,서구,가정,16,5,"대전광역시 서구 만년로 45 103동 113호 (만년동, 초원아파트)",042-485-4819,,,,4,Y,,2019-02-22
"푸른샘어린이집",대전광역시,서구,민간,63,8,"대전광역시 서구 도안동로 177 커뮤니티센터 (도안동, 수목토아파트)",042-541-0153,,,,8,N,,2019-02-22
"푸른숲어린이집",대전광역시,서구,가정,19,5,"대전광역시 서구 관저동로90번길 15 112동 102호 (관저동, 관저리슈빌아파트)",042-352-8383,,,,4,N,,2019-02-22
"푸른어린이집",대전광역시,서구,가정,20,8,"대전광역시 서구 둔산로 15 103동 103호 (둔산동, 향촌아파트)",042-487-4588,,,,4,N,,2019-02-22
"푸른하늘어린이집",대전광역시,서구,가정,19,6,"대전광역시 서구 청사로 282 2동 104호 (둔산동, 수정타운아파트)",042-483-0202,,,,4,N,,2019-02-22
"푸른한양어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 문정로 131 4동 101호 (탄방동, 공작한양아파트)",042-364-1108,,,,4,Y,,2019-02-22
"푸우어린이집",대전광역시,서구,가정,15,4,"대전광역시 서구 만년남로 8 106동 106호 (만년동, 상록수아파트)",042-472-8888,,,,4,N,,2019-02-22
"풀잎어린이집",대전광역시,서구,가정,19,6,"대전광역시 서구 문예로 16 10동 104호 (탄방동, 한가람아파트)",042-487-6445,,,,4,N,,2019-02-22
"프뢰벨어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 대덕대로 150 117동 102호 (갈마동, 큰마을아파트)",042-533-3405,,,,4,Y,,2019-02-22
"피노키오어린이집",대전광역시,서구,가정,20,7,"대전광역시 서구 둔산남로 30 108동 102호 (둔산동, 녹원아파트)",042-489-6555,,,,4,N,,2019-02-22
"피아제어린이집",대전광역시,서구,민간,49,6,대전광역시 서구 신갈마로141번길 42 (갈마동),042-524-2088,,,,9,Y,,2019-02-22
"하나별어린이집",대전광역시,서구,가정,12,3,"대전광역시 서구 관저북로 14 406동 101호 (관저동, 원앙마을4단지아파트)",042-544-3070,,,,4,N,,2019-02-22
"하늘뜰어린이집",대전광역시,서구,가정,19,6,"대전광역시 서구 문정로90번길 60 107동 101호 (탄방동, 한우리아파트)",070-8202-3435,,,,4,N,,2019-02-22
"하늘린어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 도안동로 183 1506동 103호 (도안동, 도안아이파크)",042-331-2159,,,,4,N,,2019-02-22
"하늘빛어린이집",대전광역시,서구,가정,20,5,대전광역시 서구 가수원중로57번길 56 (가수원동),042-541-5006,,,,4,Y,,2019-02-22
"하늘호수어린이집",대전광역시,서구,가정,20,7,"대전광역시 서구 둔산로 15 104동 104호 (둔산동, 향촌아파트)",042-368-4322,,,,4,N,,2019-02-22
"하랑어린이집",대전광역시,서구,가정,13,4,"대전광역시 서구 관저서로 20 901동 103호 (관저동, 구봉마을9단지)",042-361-0022,,,,4,N,,2019-02-22
"하림어린이집",대전광역시,서구,가정,20,8,"대전광역시 서구 가수원로 72 109동 105호 (가수원동, 은아아파트1단지)",042-542-2040,,,,4,Y,,2019-02-22
"하얀도담어린이집",대전광역시,서구,민간,122,16,대전광역시 서구 도솔로267번길 22 (내동),042-533-4789,,,,14,Y,,2019-02-22
"하은어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 갈마로 262 122동 103호 (내동, 맑은아침아파트)",042-365-1823,,,,4,Y,,2019-02-22
"하이캠어린이집",대전광역시,서구,민간,58,4,대전광역시 서구 계룡로325번길 16 (월평동),042-488-9990,,,,5,Y,,2019-02-22
"한가람어린이집",대전광역시,서구,가정,15,6,"대전광역시 서구 문예로 16 11동 105호 (탄방동, 한가람아파트)",042-482-7620,,,,4,N,,2019-02-22
"한결어린이집",대전광역시,서구,가정,13,5,"대전광역시 서구 관저로 84 805동 106호 (관저동, 구봉마을8단지)",042-362-7500,,,,4,N,,2019-02-22
"한국어린이집",대전광역시,서구,민간,96,11,대전광역시 서구 제비네6길 86 (도마동),042-527-6147,,,,10,Y,,2019-02-22
"한길어린이집",대전광역시,서구,가정,20,4,대전광역시 서구 월평로94번길 17 (월평동),042-484-3061,,,,4,Y,,2019-02-22
"한마루어린이집",대전광역시,서구,가정,20,7,"대전광역시 서구 둔산북로 160 106동 101호 (둔산동, 한마루아파트)",042-484-0354,,,,5,N,,2019-02-22
"한밭어린이집",대전광역시,서구,국공립,47,10,"대전광역시 서구 월평북로 11 , 한밭종합사회복지관 1층(월평동, 주공1단지아파트)",042-484-5552,,,,8,N,,2019-02-22
"한빛어린이집",대전광역시,서구,가정,19,5,"대전광역시 서구 문정로 131 10동 106호 (탄방동, 공작한양아파트)",042-484-8369,,,,4,N,,2019-02-22
"한선생어린이집",대전광역시,서구,가정,15,6,"대전광역시 서구 계룡로326번길 37 B동 102호 (갈마동, 공신빌라)",042-525-2026,,,,4,N,,2019-02-22
"한솔어린이집",대전광역시,서구,민간,32,8,대전광역시 서구 도산로253번길 25-6 (내동),042-534-1700,,,,7,Y,,2019-02-22
"한신어린이집",대전광역시,서구,가정,20,7,"대전광역시 서구 계룡로536번길 9 102동 103호 (괴정동, 한신아파트)",042-534-0396,,,,4,Y,,2019-02-22
"한아름어린이집",대전광역시,서구,가정,20,4,"대전광역시 서구 배재로 155-7 102동 103호 (도마동, 경남아파트2단지)",042-538-7651,,,,4,Y,,2019-02-22
"한울어린이집",대전광역시,서구,민간,34,8,대전광역시 서구 갈마로313번길 41-19 (가장동),042-526-5579,,,,7,Y,,2019-02-22
"해그림어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 청사로 70 109동 108호 (월평동, 누리아파트)",042-489-5609,,,,5,N,,2019-02-22
"해누리어린이집",대전광역시,서구,민간,71,15,대전광역시 서구 도산로321번길 18 (가장동),042-528-0512,,,,9,Y,,2019-02-22
"해달별어린이집",대전광역시,서구,가정,15,7,"대전광역시 서구 관저로 84 803동 104호 (관저동, 구봉마을8단지)",042-368-7941,,,,4,N,,2019-02-22
"해든어린이집",대전광역시,서구,민간,27,6,대전광역시 서구 관저동로 12,042-544-1004,,,,4,N,,2019-02-22
"해뜬어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 구봉산북로 165 307동 105호 (관저동, 다온숲아파트)",042-551-3233,,,,4,N,,2019-02-22
"해뜰어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 관저로 51 512동 101호 (관저동, 구봉마을5단지)",042-542-8111,,,,4,Y,,2019-02-22
"해솔어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 도안동로 177 115동 102호 (도안동, 수목토아파트)",042-543-1020,,,,4,N,,2019-02-22
"해와달어린이집",대전광역시,서구,가정,15,2,"대전광역시 서구 만년남로 8 103동 107호 (만년동, 상록수아파트)",042-488-8891,,,,4,N,,2019-02-22
"해피맘어린이집",대전광역시,서구,가정,14,5,"대전광역시 서구 만년로 45 101동 108호 (만년동, 초원아파트)",042-352-5644,,,,4,N,,2019-02-22
"해피베베어린이집",대전광역시,서구,가정,19,7,"대전광역시 서구 관저북로 87 106동 104호 (관저동, 원앙마을1단지아파트)",070-8222-5105,,,,6,N,,2019-02-22
"해피아이어린이집",대전광역시,서구,가정,19,5,"대전광역시 서구 월평동로 45 112동 105호 (월평동, 진달래아파트)",042-472-1833,,,,4,N,,2019-02-22
"해피키즈어린이집",대전광역시,서구,가정,18,6,"대전광역시 서구 청사로 253 204동 103호 (둔산동, 꿈나무아파트)",042-362-0808,,,,4,N,,2019-02-22
"햇님굿맘어린이집",대전광역시,서구,가정,20,7,"대전광역시 서구 둔산북로 175 4동 101호 (둔산동, 햇님아파트)",042-488-9637,,,,4,N,,2019-02-22
"햇님나라어린이집",대전광역시,서구,가정,19,6,"대전광역시 서구 청사로 65 112동 106호 (월평동, 황실타운아파트)",042-489-3843,,,,4,N,,2019-02-22
"햇빛어린이집",대전광역시,서구,가정,18,5,"대전광역시 서구 갈마로117번길 16-9 101호 (갈마동, 부길빌라)",042-526-3391,,,,4,N,,2019-02-22
"햇빛촌어린이집",대전광역시,서구,민간,52,12,"대전광역시 서구 문예로 174 관리소 1층 (둔산동, 샘머리아파트1단지)",042-472-1465,,,,6,Y,,2019-02-22
"햇살가득어린이집",대전광역시,서구,가정,20,5,"대전광역시 서구 도안동로 123 1704동 101호 (도안동, 도안리슈빌아파트)",042-543-0698,,,,4,N,,2019-02-22
"행복가득어린이집",대전광역시,서구,가정,18,5,"대전광역시 서구 복수중로 30 107동 101호 (복수동, 오량마을마루미아파트)",042-320-6353,,,,4,N,,2019-02-22
"행복아이어린이집",대전광역시,서구,가정,18,5,"대전광역시 서구 월평동로 45 103동 106호 (월평동, 진달래아파트)",042-320-1160,,,,4,N,,2019-02-22
"행복한어린이집",대전광역시,서구,민간,97,11,대전광역시 서구 오량4길 55 (복수동),042-587-2233,,,,10,Y,,2019-02-22
"향촌꼬마숲어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 둔산로 15 109동 103호 (둔산동,향촌아파트)",042-488-7877,,,,5,N,,2019-02-22
"향촌어린이집",대전광역시,서구,가정,19,5,"대전광역시 서구 둔산로 15 116동 105호 (둔산동, 향촌아파트)",042-485-3895,,,,4,N,,2019-02-22
"헬로아트베베어린이집",대전광역시,서구,가정,15,6,"대전광역시 서구 관저서로 20 903동 103호 (관저동, 구봉마을9단지)",042-543-8826,,,,4,N,,2019-02-22
"헬로아트어린이집",대전광역시,서구,민간,29,9,"대전광역시 서구 관저로 83 (관저동, 신선마을아파트)",042-544-0579,,,,4,Y,,2019-02-22
"현대어린이집",대전광역시,서구,가정,20,7,대전광역시 서구 갈마역로25번길 27-7 (갈마동),042-486-6314,,,,6,Y,,2019-02-22
"현어린이집",대전광역시,서구,가정,19,5,"대전광역시 서구 문예로 174 114동 101호(둔산동, 샘머리아파트1단지)",042-487-8627,,,,4,N,,2019-02-22
"혜성어린이집",대전광역시,서구,가정,20,4,"대전광역시 서구 복수북로 42 301동 101호 (복수동, 삼익목화아파트)",042-583-4199,,,,4,N,,2019-02-22
"호동어린이집",대전광역시,서구,가정,18,4,"대전광역시 서구 도산로 11 102동 106호 (도마동, 효성타운아파트)",070-4137-5759,,,,4,Y,,2019-02-22
"호반별꽃어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 원도안로 100 101동 101호 (도안동, 도안베르디움아파트)",042-543-8990,,,,4,Y,,2019-02-22
"호반숲어린이집",대전광역시,서구,가정,20,7,"대전광역시 서구 원도안로 100 110동 102호 (도안동, 도안베르디움)",042-541-1020,,,,4,N,,2019-02-22
"호반어린이집",대전광역시,서구,가정,20,8,"대전광역시 서구 원도안로 100 107동 105호 (도안동, 도안베르디움)",042-523-1000,,,,4,N,,2019-02-22
"호산나어린이집",대전광역시,서구,가정,13,1,"대전광역시 서구 관저북로 14 402동 105호 (관저동, 원앙마을4단지아파트)",042-545-0124,,,,4,N,,2019-02-22
"황실도담어린이집",대전광역시,서구,가정,17,4,"대전광역시 서구 청사로 65 113동 102호 (월평동, 황실타운아파트)",042-484-0396,,,,4,Y,,2019-02-22
"황실어린이집",대전광역시,서구,가정,20,7,"대전광역시 서구 청사로 65 106동 106호 (월평동, 황실타운아파트)",042-368-3866,,,,4,N,,2019-02-22
"황토어린이집",대전광역시,서구,가정,19,6,"대전광역시 서구 배재로 185 105동 101호 (도마동,대아아파트)",042-824-5279,,,,4,Y,,2019-02-22
"효성열린어린이집",대전광역시,서구,민간,36,7,"대전광역시 서구 도산로 11 관리소 1층 (도마동, 효성타운아파트)",042-582-5004,,,,5,Y,,2019-02-22
"풀잎어린이집",대전광역시,서구,사회복지법인,76,11,대전광역시 서구 조련길 67 (흑석동),042-585-3284,,,,4,Y,,2019-02-22
