"어린이집명",시도명,시군구명,어린이집유형구분,정원수,보육교직원수,소재지도로명주소,어린이집전화번호,어린이집팩스번호,보육실수,놀이터수,CCTV설치수,통학차량운영여부,홈페이지주소,데이터기준일자
"포그니어린이집",대전광역시,유성구,가정,20,3,"대전광역시 유성구 유성대로 1741 103동 104호(전민동, 세종아파트)",042-863-3169,,,,,N,,2019-04-04
"포레어린이집",대전광역시,유성구,가정,20,7,"대전광역시 유성구 지족로190번길 36 103동 101호(지족동, 트리풀시티포레)",042-822-8433,,,,,N,,2019-04-04
"푸른꿈나무어린이집",대전광역시,유성구,가정,20,8,"대전광역시 유성구 노은서로 222 106동 101호(지족동, 열매마을1단지아파트)",042-825-7969,,,,,N,,2019-04-04
"푸른나무어린이집",대전광역시,유성구,가정,20,6,"대전광역시 유성구 은구비남로 56 909동 102호(노은동, 열매마을9단지아파트)",042-823-5286,,,,,N,,2019-04-04
"푸른새싹어린이집",대전광역시,유성구,가정,20,3,"대전광역시 유성구 엑스포로 501 103동 102호(전민동,청구나래)",042-863-4101,,,,,N,,2019-04-04
"풀꽃사랑어린이집",대전광역시,유성구,가정,20,7,"대전광역시 유성구 상대남로 26 919동 102호(상대동, 도안신도시9블록 트리풀시티아파트)",042-533-6967,,,,,N,,2019-04-04
"프뢰벨어린이집",대전광역시,유성구,가정,20,6,"대전광역시 유성구 배울2로 24 311동 101호(관평동, 테크노밸리3단지아파트)",042-936-7042,,,,,N,,2019-04-04
"피노키오어린이집",대전광역시,유성구,민간,36,8,"대전광역시 유성구 노은서로210번길 32 (지족동, 열매마을4단지아파트 관리동)",042-826-2247,,,,,N,,2019-04-04
"피앤피어린이집",대전광역시,유성구,가정,19,4,"대전광역시 유성구 송강로42번길 61 310동 106호(송강동, 청솔아파트)",042-935-3004,,,,,N,,2019-04-04
"피카부어린이집",대전광역시,유성구,가정,20,3,"대전광역시 유성구 도안동로 523 2블럭 208동 102호 (봉명동, 베르디움)",042-826-9823,,,,,N,,2019-04-04
"하나어린이집",대전광역시,유성구,가정,20,6,"대전광역시 유성구 노은동로 187 608동 103호(지족동, 열매마을6단지아파트)",042-384-7446,,,,,N,,2019-04-04
"하늘담은어린이집",대전광역시,유성구,가정,20,6,"대전광역시 유성구 반석서로 98 608동 101호(반석동, 반석마을6단지아파트)",042-477-7901,,,,,Y,,2019-04-04
"하늘바람어린이집",대전광역시,유성구,가정,19,6,"대전광역시 유성구 와룡로136번길 15 101동 102호(봉산동, 하늘바람휴먼시아)",042-935-5525,,,,,N,,2019-04-04
"하늘빛어린이집",대전광역시,유성구,가정,19,6,"대전광역시 유성구 가정로 65 103동 102호(신성동, 대림두레아파트)",042-365-0308,,,,,Y,,2019-04-04
"하늘사랑어린이집",대전광역시,유성구,가정,18,3,"대전광역시 유성구 구즉로 16 106동 102호(송강동, 한마을아파트)",042-933-2221,,,,,Y,,2019-04-04
"하늘새어린이집",대전광역시,유성구,민간,152,21,대전광역시 유성구 금남구즉로 1359-29 (봉산동),042-934-1230,,,,,Y,,2019-04-04
"하늘아이어린이집",대전광역시,유성구,가정,20,7,"대전광역시 유성구 구즉로 16 109동 107호(송강동, 한마을아파트)",042-369-3793,,,,,N,,2019-04-04
"하늘어린이집",대전광역시,유성구,가정,18,2,"대전광역시 유성구 송강로42번길 61 205동 105호(송강동, 청솔아파트)",042-361-3282,,,,,N,,2019-04-04
"하늘정원어린이집",대전광역시,유성구,가정,19,7,"대전광역시 유성구 진잠로42번길 30 104동 103호(원내동, 한아름아파트)",042-364-0988,,,,,Y,,2019-04-04
"하늘채어린이집",대전광역시,유성구,민간,47,9,"대전광역시 유성구 지족로148번길 40 LH대전노은3지구 4단지아파트 (지족동, 노은4단지)",042-823-8424,,,,,Y,,2019-04-04
"하늬바람어린이집",대전광역시,유성구,가정,18,5,"대전광역시 유성구 어은로 57 129동 107호(어은동, 한빛아파트)",042-365-1717,,,,,N,,2019-04-04
"하스람친구어린이집",대전광역시,유성구,가정,20,6,"대전광역시 유성구 지족로 343 205동 102호(지족동, 반석마을2단지아파트)",042-477-6889,,,,,N,,2019-04-04
"하얀어린이집",대전광역시,유성구,민간,31,8,"대전광역시 유성구 은구비남로 34 (노은동, 열매마을8단지아파트 관리동)",042-488-3314,,,,,N,,2019-04-04
"학하숲어린이집",대전광역시,유성구,민간,36,8,대전광역시 유성구 학하서로 8 (계산동),042-825-5840,,,,,N,,2019-04-04
"한국타이어동그라미어린이집",대전광역시,유성구,직장,99,23,대전광역시 유성구 유성대로935번길 50 (죽동),042-724-2981,,,,,N,,2019-04-04
"한꿈어린이집",대전광역시,유성구,가정,19,6,"대전광역시 유성구 와룡로136번길 15 111동 106호(봉산동, 하늘바람휴먼시아)",042-671-1577,,,,,Y,,2019-04-04
"한빛어린이집",대전광역시,유성구,사회복지법인,79,10,대전광역시 유성구 현충원로 479 (장대동),042-822-7145,,,,,Y,,2019-04-04
"한샘어린이집",대전광역시,유성구,민간,34,8,"대전광역시 유성구 원내로 52 (원내동, 샘물타운아파트내)",042-545-7959,,,,,Y,,2019-04-04
"한솔아이나라어린이집",대전광역시,유성구,가정,20,5,"대전광역시 유성구 송강로 15 201동 102호(송강동, 한솔아파트)",042-933-3822,,,,,N,,2019-04-04
"한수원꿈나래어린이집",대전광역시,유성구,직장,100,20,대전광역시 유성구 유성대로1312번길 69,042-864-0718,,,,,N,,2019-04-04
"한화꿈에그린어린이집",대전광역시,유성구,민간,59,8,"대전광역시 유성구 지족북로 33 관리동 (지족동, 한화꿈에그린 1블럭)",042-825-1634,,,,,N,,2019-04-04
"한화대전어린이집",대전광역시,유성구,직장,49,12,대전광역시 유성구 외삼로 48 장원토건사옥 1F (외삼동),042-823-1215,,,,,N,,2019-04-04
"한화유성어린이집",대전광역시,유성구,직장,64,14,대전광역시 유성구 유성대로1366번길 10 (주)한화종합연구소 (장동),042-336-0990,,,,,N,,2019-04-04
"해나라어린이집",대전광역시,유성구,직장,20,4,대전광역시 유성구 은구비로155번안길 21-8 (죽동),042-822-9794,,,,,N,,2019-04-04
"해달별어린이집",대전광역시,유성구,가정,20,7,"대전광역시 유성구 노은서로 222 105동 103호(지족동, 열매마을1단지)",042-369-0936,,,,,Y,,2019-04-04
"해든어린이집",대전광역시,유성구,민간,83,12,"대전광역시 유성구 도안동로 523 호반베르디움관리동내 (봉명동, 베르디움)",042-825-2253,,,,,N,,2019-04-04
"해랑뜰어린이집",대전광역시,유성구,가정,20,6,"대전광역시 유성구 지족로 240 해랑숲마을 506동 105호 (지족동, 노은해랑숲마을5단지아파트)",042-823-0552,,,,,N,,2019-04-04
"해랑솔어린이집",대전광역시,유성구,가정,20,1,"대전광역시 유성구 학하남로 10 205동 104호(계산동, 오투그란데미학아파트)",042-825-3968,,,,,N,,2019-04-04
"해랑숲어린이집",대전광역시,유성구,민간,59,12,"대전광역시 유성구 지족로 240 해랑숲마을5단지 (지족동, 노은해랑숲마을5단지아파트)",042-825-7908,,,,,N,,2019-04-04
"해랑어린이집",대전광역시,유성구,민간,42,9,"대전광역시 유성구 지족동로 123 해랑숲마을 6단지내 (지족동, 노은해랑숲마을6단지아파트)",042-256-3335,,,,,N,,2019-04-04
"해맑은어린이집",대전광역시,유성구,국공립,53,18,"대전광역시 유성구 지족로190번길 15 보육동 (지족동, 노은3지구 1단지)",042-822-6006,,,,,N,,2019-04-04
"해처럼밝은아이어린이집",대전광역시,유성구,가정,20,6,"대전광역시 유성구 반석서로 109 703동 103호(반석동, 반석마을7단지아파트)",042-824-2320,,,,,Y,,2019-04-04
"해피아이어린이집",대전광역시,유성구,가정,19,3,"대전광역시 유성구 어은로 57 129동 103호(어은동, 한빛아파트)",042-861-7543,,,,,N,,2019-04-04
"해피키즈어린이집",대전광역시,유성구,가정,20,6,대전광역시 유성구 계룡로46번길 35 (봉명동),042-824-5979,,,,,N,,2019-04-04
"해피트리어린이집",대전광역시,유성구,가정,20,6,대전광역시 유성구 북유성대로155번길 57 (지족동),042-862-6000,,,,,Y,,2019-04-04
"햇빛어린이집",대전광역시,유성구,가정,20,6,"대전광역시 유성구 엑스포로 448 301동 104호(전민동, 엑스포아파트)",042-864-3241,,,,,N,,2019-04-04
"햇살가득한어린이집",대전광역시,유성구,가정,20,6,"대전광역시 유성구 상대로 16 트리풀시티5블럭 509동 102호 (상대동, 도안신도시5블록트리풀시티아파트)",042-822-9599,,,,,N,,2019-04-04
"햇살어린이집",대전광역시,유성구,민간,27,5,"대전광역시 유성구 반석서로 98 (반석동, 반석마을6단지아파트 관리동)",042-826-8833,,,,,Y,,2019-04-04
"행복나라어린이집",대전광역시,유성구,가정,20,2,"대전광역시 유성구 지족로 240 해랑숲마을아파트 503동 104호 (지족동, 노은해랑숲마을5단지아파트)",042-824-2437,,,,,N,,2019-04-04
"행복어린이집",대전광역시,유성구,가정,18,4,"대전광역시 유성구 송강로 15 101동 107호(송강동, 한솔아파트)",042-935-2129,,,,,N,,2019-04-04
"행복한미소어린이집",대전광역시,유성구,가정,20,5,"대전광역시 유성구 배울2로 78 608동 101호(관평동, 테크노밸리6단지아파트)",042-671-6934,,,,,N,,2019-04-04
"행복한씨앗어린이집",대전광역시,유성구,가정,20,6,"대전광역시 유성구 죽동로 39 208동 101호(죽동, 대원칸타빌아파트)",042-825-9446,,,,,N,,2019-04-04
"행복한어린이집",대전광역시,유성구,가정,13,6,"대전광역시 유성구 대정로28번길 50 101동 102호(대정동, 드리움1단지아파트)",042-544-6053,,,,,N,,2019-04-04
"향기나무어린이집",대전광역시,유성구,가정,19,3,"대전광역시 유성구 구즉로 16 105동 105호(송강동, 한마을아파트)",042-934-7981,,,,,Y,,2019-04-04
"호반꿈이있는어린이집",대전광역시,유성구,가정,20,5,"대전광역시 유성구 도안동로 523 216동 102호 (봉명동, 베르디움)",042-671-7942,,,,,N,,2019-04-04
"호반캐슬어린이집",대전광역시,유성구,가정,20,5,"대전광역시 유성구 도안동로 523 호반베르디움 204동 101호 (봉명동, 베르디움)",042-335-0407,,,,,N,,2019-04-04
"호키포키어린이집",대전광역시,유성구,가정,13,5,"대전광역시 유성구 월드컵대로290번길 39 102동 101호(상대동, 목련아파트1단지)",042-487-3151,,,,,N,,2019-04-04
"화랑어린이집",대전광역시,유성구,가정,20,8,"대전광역시 유성구 은구비남로 55 703동 104호(지족동, 열매마을7단지아파트)",042-822-3123,,,,,N,,2019-04-04
"효성아이자람어린이집",대전광역시,유성구,가정,20,6,"대전광역시 유성구 문지로 300 109동 104호(문지동, 효성해링턴플레이스)",042-861-1486,,,,,N,,2019-04-04
"효성햇살어린이집",대전광역시,유성구,민간,46,13,"대전광역시 유성구 문지로 300 문지동, 효성해랭턴관리동",042-861-7007,,,,,N,,2019-04-04
"휴먼나래어린이집",대전광역시,유성구,가정,19,0,"대전광역시 유성구 와룡로136번길 15 113동 101호(봉산동, 하늘바람휴먼시아)",042-933-6477,,,,,N,,2019-04-04
